siRNA,hsa,medoids_1,medoids_2,medoids_3,medoids_4,medoids_5
SBK1,hsa388228,3.828751566088,-3.85935625402291,1.46213926431125,-1.42153469851922,-0.579011869026073
SCAP1,,1.1930392399277,-3.89258499581989,-1.03126423174327,-6.77762162148512,-14.51261979038
SCAP2,,1.1930392399277,-6.01166343975943,0.637486700300359,-6.2229359005306,-1.62260062483362
SCYL1,hsa57410,4.88854821033079,-12.3500430114389,6.93584372438455,-5.74286927618749,-10.7492668042614
SCYL2,hsa55681,2.76775951750422,-1.68927011133336,0.445054264667249,-5.14587490186716,-18.6769995800942
SEPHS2,,4.61911949644391,1.54245033778585,1.4338386745294,-5.57545125846039,-7.1682700533162
SGK,,1.60754890861832,-4.26348517151722,-1.846888386744,-3.60531851477413,-14.7162714678907
SGK2,hsa10110,3.84794230459442,0.0886021752036581,0.328668812619676,-3.97956497070214,-6.87035802314367
SGKL,,1.1930392399277,-3.5027354249238,-0.243709168857448,-5.66825017957608,-8.3600302552818
SLK,hsa9748,4.88854821033079,-4.59989253211214,3.87162485610468,-1.5827263690286,-3.50814392189626
SMG1,hsa23049,2.76775951750422,-3.69699306057177,2.1422794097429,-0.153703413276497,3.75180861474618
SNARK,,4.61911949644391,-4.14424092303969,1.84185331248833,-4.74342267702861,-7.61300855434127
SNF1LK,,3.84794230459442,-7.09269190792126,2.72397517231386,-8.69439359881555,-8.07119680842152
SNF1LK2,,-22.9398607188279,-10.2411239714725,1.35947004902909,-13.4661607161849,-63.4879901591837
SNRK,hsa54861,2.76775951750422,-1.28963567670276,0.0643563514057195,-0.708389134231016,-5.64306805685728
SPHK1,,1.1930392399277,-4.43782194822243,1.338345886922,-12.047135970553,-22.3601023729834
SPHK2,,1.60754890861832,-3.18022116630599,1.43516978611423,-2.77328993334235,7.78897615681338
SRC,hsa6714,4.88854821033079,-3.96874541247118,1.43198669319399,0.913359375266734,-1.99885746655264
SRMS,hsa6725,4.88854821033079,-1.87235006173437,2.63322808687844,-2.69209781093764,-0.57677024351687
SRPK1,hsa6732,3.84794230459442,1.60361744050901,-4.1619229304312,-7.58502215690651,-8.06155781873197
SRPK2,hsa6733,3.84794230459442,-7.96441090459472,-1.98978032165471,-3.42487924974763,-9.38546184446483
SSTK,,1.1930392399277,14.6042485508509,-1.84463128449145,-4.55887873766704,-6.41855840176463
STK10,hsa6793,4.88854821033079,-5.976351317885,-0.522200862170689,-5.46552641571023,-9.11288018254624
STK11,hsa6794,4.88854821033079,-2.38841969305269,3.44404866529043,-4.35615497380119,-7.8997124569678
STK16,hsa8576,3.84794230459442,-11.9946979600277,-1.51324237428538,-2.87019352879311,-6.04723313616584
STK17A,hsa9263,4.54445171346748,-3.67754037692732,-1.15187451621226,-1.98097684953092,-5.71054098468417
STK17B,hsa9262,2.76775951750422,-1.23532734209972,2.03382275278758,-1.26307485518553,-3.40727077398231
STK19,hsa8859,3.828751566088,0.309417054647808,5.14110018711589,-4.19496330329181,-3.66236775692914
STK22C,,1.1930392399277,-14.4510147757166,3.14032372628215,-2.34013585384897,-13.0896359171405
STK23,,1.1930392399277,-2.44016476789752,1.0879811601404,-1.50810727241719,2.08235801677031
STK24,hsa8428,4.54445171346748,-7.54593241420745,0.575561074397379,-3.92237687287173,-1.05289150167072
STK25,hsa10494,4.54445171346748,-2.4899669152544,-0.399275601032426,-2.25831971000818,-1.88543121578718
STK3,hsa6788,3.828751566088,-3.31746675500323,0.392735791941748,-3.08559186138277,2.11250787986903
STK31,hsa56164,4.54445171346748,4.29824718741614,-0.520464629668725,-3.64503401239447,-6.83516450264925
STK32A,hsa202374,4.61911949644391,-1.41520029170736,1.10974194083153,-2.24733693273328,-2.38867614260234
STK32B,hsa55351,3.828751566088,-8.75242015793177,-0.92460168170663,-4.74964902424632,-8.60582449236545
STK32C,hsa282974,3.828751566088,-7.22298509343872,2.24518012269198,-5.85902046615536,-8.54171400280236
STK33,hsa65975,4.54445171346748,-7.80387359480695,1.26542412183998,-3.92237687287173,2.49627416704388
STK35,hsa140901,2.76775951750422,-2.73138150782384,2.17063787394147,-9.86070352998057,-18.243917531717
STK36,hsa27148,4.54445171346748,-10.6890740968879,-2.71448376796983,-5.30909117525803,-7.77373310335082
STK38,hsa11329,3.828751566088,-2.50227992559975,-0.0331041663705689,-0.589506117087437,-8.24761273599547
STK38L,hsa23012,4.54445171346748,-9.58228428293702,-1.14226736303478,-7.25049119859884,-6.95486730484047
STK39,hsa27347,-21.1631685228646,-9.54831816504521,-4.43092321940043,-13.9067198500531,-45.4767533553215
STK4,hsa6789,4.54445171346748,-4.27858382488746,0.747911087424562,-5.30909117525803,-8.50338220659506
STK40,hsa83931,2.76775951750422,-3.78175619832935,-0.960599568913793,-9.86070352998057,-20.5386695654839
STK6,,3.84794230459442,-7.31254702800389,-1.17502428290496,-3.42487924974763,-9.91650292759404
STYK1,hsa55359,2.76775951750422,7.88049048237408,-11.1811058149095,-2.64978915757183,-23.5431202354632
SYK,hsa6850,3.84794230459442,-9.07164548507901,2.03121840403466,1.28994937836578,-4.40412163792305
TAF1,hsa6872,3.828751566088,3.44055004092683,-1.32358791065539,-4.47230616376907,3.36714567736765
TAOK1,hsa57551,4.54445171346748,-5.3468428117881,1.44495056254191,-4.75440545430351,-5.29740940333882
TAOK2,hsa9344,-21.1631685228646,2.45785008979088,-0.632625249294892,-13.9067198500531,-45.4767533553215
TAOK3,hsa51347,3.828751566088,-2.65034036368776,-1.73021356261275,-3.08559186138277,-10.1350614147409
TBK1,hsa29110,1.60754890861832,-9.87845197664288,0.233465397095921,-1.38657563095606,-2.2485745482774
TEC,hsa7006,3.828751566088,6.48088042810018,1.78843522584491,-3.36293472186003,-6.46193385536764
TEK,hsa7010,3.84794230459442,-0.494416523771853,1.47157279423852,-2.87019352879311,-8.02076023446454
TESK1,hsa7016,3.84794230459442,-14.6389754536024,1.58928935787093,-2.87019352879311,-9.52892587705355
TESK2,hsa10420,4.88854821033079,-4.04075077335003,3.29507991662287,-7.40692643905104,-8.89566667070487
TEX14,hsa56155,3.84794230459442,-2.76146177073975,1.05892820294105,-4.53425069165666,-8.94520659445816
TGFBR1,hsa7046,1.1930392399277,-8.72457543206526,2.70140414978846,0.987978471878138,9.71240292498149
TGFBR2,hsa7048,4.54445171346748,-3.55202257945254,2.38240036476299,-0.871605407621882,-6.29493275493232
TIE1,hsa7075,4.88854821033079,-9.65459395775977,1.72367375352206,-7.12958357857378,-7.31711398712701
TJP2,,1.1930392399277,3.01082363899786,-0.742818138752162,-3.44950729575801,-9.07197051700336
TK2,,1.1930392399277,14.5054635629092,1.69913500082781,-4.28153587718979,-0.121608183874035
TLK1,hsa9874,4.54445171346748,3.07162790586484,-1.88201815770017,0.237766034287155,-6.20481940946252
TLK2,hsa11011,4.88854821033079,-1.83384264344903,3.17609011582236,-4.63349783427845,-7.79659768354465
TNIK,hsa23043,1.1930392399277,-2.15022380565908,0.734715720409726,-3.44950729575801,-11.3810689540291
TNK1,hsa8711,3.84794230459442,-2.83690822006112,0.897805826759831,-2.59285066831585,-6.05844126371184
TNK2,hsa10188,4.88854821033079,-3.87089677512605,4.08332947250947,-5.18818355523297,-5.5509372484292
TNNI3K,hsa51086,3.84794230459442,-12.3001355246399,0.534933233851683,-3.97956497070214,-8.31643063912788
TP53RK,hsa112858,4.54445171346748,6.2074660538918,-4.4186538430533,-4.47706259382625,-9.09606799122725
TPK1,,-21.0885007398882,-3.21673883957355,-0.866553641724668,-14.7277656542099,-46.2395785161019
TRIB1,hsa10221,4.88854821033079,-4.37142298654075,2.60139715767597,-2.69209781093764,-8.13284150992448
TRIB2,hsa28951,1.60754890861832,-11.8819379394317,1.67245489471445,-1.38657563095606,1.67606339322801
TRIB3,hsa57761,-20.8190720260013,-12.0569652747019,2.64734944456098,-13.5084693695507,-47.4652993445319
TRIM28,hsa10155,3.84794230459442,-7.80036228006969,-0.163610976100686,-6.19830785452022,-3.99793909565622
TRIM33,hsa51592,4.88854821033079,-2.05648340655656,3.64209491934651,-3.24678353189215,-3.78789878544428
TRIO,hsa7204,4.88854821033079,-6.11593778307375,1.94683750443974,-6.02021213666475,-2.81906824036852
TRPM6,hsa140803,4.88854821033079,-4.81132049682533,2.4489559440045,0.636016514789475,-4.86118907924871
TRPM7,hsa54822,3.84794230459442,-3.67974080082934,2.13828607498842,-2.59285066831585,-9.34399177254465
TRRAP,hsa8295,3.84794230459442,4.75654398692399,0.559819233046337,-3.42487924974763,-5.99477909925059
TSSK2,hsa23617,2.76775951750422,-3.09702641579772,0.166446822520541,-8.19664636711701,-20.1445918009667
TSSK4,hsa283629,4.88854821033079,-3.05706765408764,0.845487354034304,-2.96944067141489,-3.55073480657104
TTBK1,hsa84630,3.828751566088,-4.58917131778102,1.18850902200347,-3.91762044281455,-5.40971484134967
TTBK2,hsa146057,3.828751566088,-5.07141528379702,-1.72604660460806,-2.53090614042825,-6.42898196038241
TTK,hsa7272,4.88854821033079,-12.5911298812996,0.0293423292830054,-2.41475495046038,-4.75247024205256
TTN,hsa7273,3.828751566088,-8.82962226462177,2.92925572846141,-5.85902046615536,-6.83494034009833
TXK,hsa7294,3.84794230459442,-0.339661178918119,-3.55852426158584,-3.42487924974763,-8.01739779620075
TYK2,hsa7297,3.84794230459442,-5.46702341086223,2.29304226532915,-6.19830785452022,-8.30455002392912
TYRO3,hsa7301,2.76775951750422,-1.02352483714789,-0.861055572135153,-4.8685320413899,-7.41283139636981
UCK1,,1.1930392399277,-0.434548607501482,0.173796873445487,-0.121392970030898,-3.37241349731427
UCK2,,1.1930392399277,-3.63302861044125,1.67424900163314,-1.23076441193993,-9.59292428534118
UCKL1,,1.60754890861832,-6.61409970923202,1.2851592979455,-2.77328993334235,1.71439518943531
UHMK1,hsa127933,2.76775951750422,-1.59753116163108,0.43544711148977,-5.14587490186716,-9.2825712335926
ULK1,hsa8408,3.828751566088,-8.64160306482368,0.692872517112661,-4.74964902424632,-7.98130762550264
ULK2,hsa9706,4.54445171346748,-8.28787321819159,-0.685753963854648,-4.47706259382625,-9.91896871565416
ULK3,hsa25989,2.76775951750422,-1.12486138046536,1.84121669390428,-2.64978915757183,-1.65028469987222
ULK4,hsa54986,1.1930392399277,-7.16435784170885,-0.0239021341102175,-0.398735830508157,11.0188222717426
VRK1,hsa7443,3.84794230459442,-10.3949429657297,-0.422656865392049,-2.59285066831585,-7.80421921027593
VRK2,hsa7444,4.54445171346748,-7.69811279492053,0.315820692105228,-5.86377689621255,-6.18486894243065
VRK3,hsa51231,2.76775951750422,-2.29611893299245,-0.125587484307924,-4.03650345995813,-10.9512372626403
WEE1,hsa7465,4.61911949644391,-8.54930230476344,1.22074507212306,-5.29810839798313,-9.55066964449278
WNK1,hsa65125,4.54445171346748,-6.6086454670068,-1.33221119874842,-5.86377689621255,2.56509207017629
WNK2,hsa65268,4.88854821033079,-6.96478641642515,1.79428054193481,-2.96944067141489,-5.74013044140559
WNK3,hsa65267,3.84794230459442,9.22363859567276,-3.30850678130464,-7.030336435952,-11.0530070607579
WNK4,hsa65266,2.76775951750422,-0.422926155721134,0.472602487031563,-6.53258920425346,-18.4317657493879
XYLB,,1.1930392399277,3.85939136717028,-2.44027478149475,0.43329275092362,-7.94577786118184
YES1,hsa7525,4.54445171346748,-0.516444171556963,2.33911030104764,-3.36769115191721,-5.22747068745181
YSK4,,3.84794230459442,-8.2617022190165,-1.14840205120834,-6.19830785452022,-7.71007093888958
ZAK,,4.88854821033079,-7.26067320495203,1.82252325729991,-3.24678353189215,-7.49890981592304
ZAP70,hsa7535,3.828751566088,-1.96488490944377,4.0199569861882,-5.02699188472358,-7.94319999184626
noSIRNA,,1.1930392399277,-0.315023453844975,-2.77467316137087,-8.16433592387141,-21.6956845720569
p53,,-22.9398607188279,-0.562278533260731,-5.91175592031604,-13.4661607161849,-63.4879901591837
